@attribute UserCPU_Time_millis_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary {'Number of leaves: 7\nSize of the tree: 9\n','Number of leaves: 11\nSize of the tree: 14\n'}
@attribute measureTreeSize numeric
@attribute measureNumLeaves numeric
@attribute measureNumRules numeric

@data

balance-scale,9,6,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20170918.1333,563,62,4,58,0,6.451613,93.548387,0,-0.167154,0.388123,0.513128,121.283401,128.276145,143.975628,612.686759,-468.711131,2.322188,9.882044,-7.559857,-14.707324,-0.237215,-633.413608,0.333333,4,0.58,29,0.42,21,0.666667,8,0.121212,0.333333,0.177778,-0.195313,0.3275,0.155187,0.064516,0.232271,0.767729,0.935484,0.02346,0.064516,0.034409,-0.168759,0.121396,0.143454,0.035556,0.064516,0,0.001,0,0,0,0,42349,40704,6135,9.677419,62.580645,?,?,?,?
balance-scale,9,7,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20170918.1333,563,62,1,61,0,1.612903,98.387097,0,-0.230719,0.393645,0.524013,123.00887,130.997448,143.975628,621.671261,-477.695633,2.322188,10.026956,-7.704768,-17.623879,-0.284256,-759.023535,0.083333,1,0.42,21,0.58,29,0.916667,11,0.045455,0.083333,0.058824,-0.277993,0.156667,0.140153,0.016129,0.247149,0.752851,0.983871,0.008798,0.016129,0.011385,-0.223698,0.098825,0.140548,0.011765,0.016129,0,0.001,0,0,0,0,42357,40704,6135,6.451613,58.387097,?,?,?,?
balance-scale,9,8,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20170918.1333,563,62,1,61,0,1.612903,98.387097,0,-0.231521,0.395249,0.528037,123.509907,132.003283,143.975628,644.373018,-500.39739,2.322188,10.393113,-8.070926,-17.736758,-0.286077,-763.885023,0.083333,1,0.48,24,0.52,26,0.916667,11,0.04,0.083333,0.054054,-0.31947,0.2525,0.163583,0.016129,0.247966,0.752034,0.983871,0.007742,0.016129,0.010462,-0.229114,0.089668,0.142818,0.010811,0.016129,0,0.001,0,0,0,0,42357,40704,6135,3.225806,59.354839,?,?,?,?
balance-scale,9,9,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20170918.1333,563,62,2,60,0,3.225806,96.774194,0,-0.209756,0.391858,0.528759,122.450504,132.183904,143.975628,619.247317,-475.27169,2.322188,9.98786,-7.665672,-16.268018,-0.262387,-700.629449,0.166667,2,0.42,21,0.58,29,0.833333,10,0.086957,0.166667,0.114286,-0.207191,0.37,0.174172,0.032258,0.242462,0.757538,0.967742,0.01683,0.032258,0.02212,-0.208688,0.137222,0.151821,0.022857,0.032258,0,0.001,0,0,0,0,42341,40704,6135,6.451613,56.451613,?,?,?,?
balance-scale,9,10,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20170918.1333,563,62,4,58,0,6.451613,93.548387,0,-0.167532,0.38557,0.518416,120.485591,129.598116,143.975628,598.202824,-454.227196,2.322188,9.648433,-7.326245,-13.280694,-0.214205,-571.971679,0.25,3,0.56,28,0.44,22,0.75,9,0.096774,0.25,0.139535,-0.244949,0.333333,0.164089,0.064516,0.232679,0.767321,0.935484,0.115505,0.064516,0.054657,-0.152073,0.142772,0.147866,0.056478,0.064516,0,0.001,0,0,0,0,42493,40704,6135,11.290323,60.967742,?,?,?,?
balance-scale,10,1,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20170918.1333,562,63,4,59,0,6.349206,93.650794,0,-0.163745,0.388081,0.520445,121.270068,130.105452,146.29757,621.172644,-474.875074,2.322184,9.859883,-7.5377,-14.853896,-0.235776,-639.726205,0.333333,4,0.529412,27,0.470588,24,0.666667,8,0.129032,0.333333,0.186047,-0.15401,0.368464,0.172202,0.063492,0.227806,0.772194,0.936508,0.024578,0.063492,0.035437,-0.172156,0.127386,0.141747,0.037209,0.063492,0,0.002,0,0,0,0,42280,40635,6204,9.52381,60.952381,?,?,?,?
balance-scale,10,2,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20170918.1333,562,63,2,61,0,3.174603,96.825397,0,-0.206972,0.387524,0.523302,121.096054,130.819677,146.29757,602.536091,-456.238521,2.322184,9.564065,-7.241881,-14.864557,-0.235945,-640.185352,0.083333,1,0.470588,24,0.529412,27,0.916667,11,0.04,0.083333,0.054054,-0.310821,0.205065,0.142013,0.031746,0.238805,0.761195,0.968254,0.048889,0.031746,0.033224,-0.198557,0.117099,0.139463,0.033033,0.031746,0,0.001,0,0,0,0,42280,40635,6204,11.111111,59.047619,?,?,?,?
balance-scale,10,3,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20170918.1333,562,63,1,62,0,1.587302,98.412698,0,-0.225989,0.397376,0.536843,124.174698,134.204757,146.29757,651.363007,-505.065436,2.322184,10.339095,-8.016912,-19.027429,-0.302023,-819.471509,0.083333,1,0.431373,22,0.568627,29,0.916667,11,0.043478,0.083333,0.057143,-0.283864,0.220588,0.137691,0.015873,0.242148,0.757852,0.984127,0.008282,0.015873,0.010884,-0.223863,0.0939,0.142129,0.011429,0.015873,0,0.001,0,0,0,0,42280,40635,6204,1.587302,53.968254,?,?,?,?
balance-scale,10,4,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20170918.1333,562,63,1,62,0,1.587302,98.412698,0,-0.22522,0.394186,0.533318,123.177935,133.323511,146.29757,636.299648,-490.002078,2.322184,10.099994,-7.777811,-17.732035,-0.281461,-763.681599,0.083333,1,0.588235,30,0.411765,21,0.916667,11,0.032258,0.083333,0.046512,-0.396576,0.232843,0.139058,0.015873,0.241363,0.758637,0.984127,0.006144,0.015873,0.008859,-0.21255,0.094279,0.142106,0.009302,0.015873,0,0.001,0,0,0,0,42288,40635,6204,4.761905,58.095238,?,?,?,?
balance-scale,10,5,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20170918.1333,562,63,3,60,0,4.761905,95.238095,0,-0.188679,0.387491,0.519677,121.085781,129.913613,146.29757,612.321094,-466.023524,2.322184,9.719382,-7.397199,-14.924745,-0.236901,-642.777514,0.166667,2,0.431373,22,0.568627,29,0.833333,10,0.083333,0.166667,0.111111,-0.214043,0.30719,0.158851,0.047619,0.236639,0.763361,0.952381,0.045351,0.047619,0.041799,-0.186664,0.11699,0.137988,0.042222,0.047619,0,0.001,0,0,0,0,42264,40635,6204,11.111111,61.904762,?,?,?,?
balance-scale,10,6,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20170918.1333,563,62,3,59,0,4.83871,95.16129,0,-0.193864,0.390892,0.517985,122.148601,129.49051,143.975628,630.097055,-486.121427,2.322188,10.162856,-7.840668,-15.52744,-0.250443,-668.734299,0.230769,3,0.530612,26,0.469388,23,0.769231,10,0.103448,0.230769,0.142857,-0.244629,0.308477,0.212498,0.048387,0.241856,0.758144,0.951613,0.021691,0.048387,0.029954,-0.200952,0.101731,0.15142,0.028571,0.048387,0,0.001,0,0,0,0,42357,40704,6135,6.451613,62.903226,?,?,?,?
balance-scale,10,7,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20170918.1333,563,62,0,62,0,0,100,0,-0.25416,0.396541,0.535771,123.913915,133.936855,143.975628,635.9984,-492.022772,2.322188,10.258039,-7.935851,-18.667403,-0.301087,-803.965931,0,0,0.510204,25,0.489796,24,1,13,0,0,0,-0.423392,0.192308,0.15112,0,0.254286,0.745714,1,0,0,0,-0.24785,0.092676,0.138227,0,0,0,0.001,0,0,0,0,42333,40704,6135,3.225806,56.129032,?,?,?,?
balance-scale,10,8,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20170918.1333,563,62,2,60,0,3.225806,96.774194,0,-0.213307,0.3922,0.536189,122.557161,134.041349,143.975628,615.981638,-472.006011,2.322188,9.935188,-7.613,-16.556646,-0.267043,-713.060041,0.153846,2,0.44898,22,0.55102,27,0.846154,11,0.083333,0.153846,0.108108,-0.246655,0.284144,0.167023,0.032258,0.245319,0.754681,0.967742,0.017473,0.032258,0.022668,-0.212859,0.118815,0.142486,0.021622,0.032258,0,0.001,0,0,0,0,42349,40704,6135,6.451613,56.129032,?,?,?,?
balance-scale,10,9,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20170918.1333,563,62,2,60,0,3.225806,96.774194,0,-0.213307,0.392805,0.526269,122.746201,131.561324,143.975628,630.861546,-486.885918,2.322188,10.175186,-7.852999,-16.661443,-0.268733,-717.573458,0.153846,2,0.489796,24,0.510204,25,0.846154,11,0.076923,0.153846,0.102564,-0.277144,0.252747,0.207191,0.032258,0.245319,0.754681,0.967742,0.016129,0.032258,0.021505,-0.214576,0.083996,0.149143,0.020513,0.032258,0,0.001,0,0,0,0,42341,40704,6135,4.83871,60.322581,?,?,?,?
balance-scale,10,10,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20170918.1333,563,62,5,57,0,8.064516,91.935484,0,-0.154525,0.385872,0.510207,120.579788,127.545959,143.975628,600.429163,-456.453535,2.322188,9.684341,-7.362154,-13.579243,-0.21902,-584.829547,0.384615,5,0.571429,28,0.428571,21,0.615385,8,0.151515,0.384615,0.217391,-0.152413,0.423862,0.207822,0.080645,0.234523,0.765477,0.919355,0.031769,0.080645,0.045582,-0.149769,0.131593,0.152271,0.043478,0.080645,0,0.001,0,0.015625,0,15.625,42333,40704,6135,11.290323,63.225806,?,?,?,?
balance-scale,1,1,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1 -num-decimal-places 4',3932117032546553727,20170918.1333,562,63,15,48,0,23.809524,76.190476,0,0.048757,0.295988,0.394968,92.492444,98.737591,146.29757,141.197412,5.100158,2.322184,2.241229,0.080955,22.69683,0.360267,977.504917,0.692308,9,0.18,9,0.82,41,0.307692,4,0.5,0.692308,0.580645,0.458929,0.819231,0.664649,0.238095,0.188683,0.811317,0.761905,0.188228,0.238095,0.205228,0.026185,0.590557,0.308876,0.204224,0.238095,0.045,0,0.046875,0,46.875,0,9621,40635,6204,98.412698,85.079365,?,?,?,?
balance-scale,1,2,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1 -num-decimal-places 4',3932117032546553727,20170918.1333,562,63,19,44,0,30.15873,69.84127,0,0.129123,0.290649,0.385069,90.823865,96.262891,146.29757,131.410078,14.887492,2.322184,2.085874,0.236309,25.425069,0.403573,1095.004469,0.538462,7,0.1,5,0.9,45,0.461538,6,0.583333,0.538462,0.56,0.451869,0.855385,0.701824,0.301587,0.17296,0.82704,0.698413,0.270282,0.301587,0.273392,0.113112,0.63446,0.362339,0.276214,0.301587,0.046,0,0.046875,0,46.875,0,9621,40635,6204,98.412698,85.396825,?,?,?,?
balance-scale,1,3,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1 -num-decimal-places 4',3932117032546553727,20170918.1333,562,63,14,49,0,22.222222,77.777778,0,0.029245,0.298556,0.391274,93.294982,97.814053,146.29757,134.984473,11.313098,2.322184,2.142611,0.179573,21.238122,0.337113,914.681413,0.615385,8,0.18,9,0.82,41,0.384615,5,0.470588,0.615385,0.533333,0.396941,0.792308,0.533314,0.222222,0.192418,0.807582,0.777778,0.163092,0.222222,0.185716,0.00283,0.612412,0.319218,0.184664,0.222222,0.045,0.001,0.03125,0.015625,31.25,15.625,9621,40635,6204,100,88.888889,?,?,?,?
balance-scale,1,4,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1 -num-decimal-places 4',3932117032546553727,20170918.1333,562,63,16,47,0,25.396825,74.603175,0,0.065931,0.294765,0.388469,92.110107,97.113049,146.29757,137.028045,9.269525,2.322184,2.175048,0.147135,23.098007,0.366635,994.782789,0.538462,7,0.22,11,0.78,39,0.461538,6,0.388889,0.538462,0.451613,0.28528,0.787692,0.640157,0.253968,0.188478,0.811522,0.746032,0.243474,0.253968,0.24534,0.060944,0.622294,0.35274,0.246183,0.253968,0.057,0,0.046875,0,46.875,0,9621,40635,6204,96.825397,87.936508,?,?,?,?
balance-scale,1,5,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1 -num-decimal-places 4',3932117032546553727,20170918.1333,562,63,15,48,0,23.809524,76.190476,0,0.049057,0.301522,0.395371,94.221711,98.838313,146.29757,139.530669,6.766902,2.322184,2.214773,0.107411,19.608143,0.31124,844.481634,0.461538,6,0.16,8,0.84,42,0.538462,7,0.428571,0.461538,0.444444,0.29352,0.822308,0.558356,0.238095,0.189076,0.810924,0.761905,0.205593,0.238095,0.216282,0.034989,0.583884,0.303313,0.21722,0.238095,0.047,0,0.046875,0,46.875,0,9621,40635,6204,100,86.666667,?,?,?,?
balance-scale,1,6,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1 -num-decimal-places 4',3932117032546553727,20170918.1333,563,62,17,45,0,27.419355,72.580645,0,0.090316,0.294851,0.393486,92.136987,98.367034,143.975628,136.517404,7.458224,2.322188,2.201894,0.120294,23.42751,0.377863,1008.97375,0.416667,5,0.26,13,0.74,37,0.583333,7,0.277778,0.416667,0.333333,0.136361,0.7825,0.536611,0.274194,0.183989,0.816011,0.725806,0.246851,0.274194,0.241303,0.077526,0.60708,0.321796,0.240523,0.274194,0.048,0,0.046875,0,46.875,0,9621,40704,6135,98.387097,84.516129,?,?,?,?
balance-scale,1,7,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1 -num-decimal-places 4',3932117032546553727,20170918.1333,563,62,26,36,0,41.935484,58.064516,0,0.273201,0.281014,0.372476,87.813022,93.114826,143.975628,119.727518,24.24811,2.322188,1.931089,0.391099,31.304151,0.504906,1348.204179,0.833333,10,0.12,6,0.88,44,0.166667,2,0.625,0.833333,0.714286,0.644064,0.91,0.73268,0.419355,0.146294,0.853706,0.580645,0.380221,0.419355,0.387176,0.254504,0.711679,0.411895,0.385952,0.419355,0.051,0,0.0625,0,62.5,0,9621,40704,6135,98.387097,85.806452,?,?,?,?
balance-scale,1,8,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1 -num-decimal-places 4',3932117032546553727,20170918.1333,563,62,9,53,0,14.516129,85.483871,0,-0.065845,0.295367,0.395768,92.298197,98.937627,143.975628,136.258771,7.716857,2.322188,2.197722,0.124465,21.080778,0.340013,907.904929,0.666667,8,0.3,15,0.7,35,0.333333,4,0.347826,0.666667,0.457143,0.299882,0.814167,0.665269,0.145161,0.211692,0.788308,0.854839,0.090619,0.145161,0.107541,-0.092361,0.591122,0.313932,0.10961,0.145161,0.049,0,0.046875,0,46.875,0,9621,40704,6135,100,86.129032,?,?,?,?
balance-scale,1,9,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1 -num-decimal-places 4',3932117032546553727,20170918.1333,563,62,19,43,0,30.645161,69.354839,0,0.133853,0.288395,0.383823,90.119619,95.95143,143.975628,126.379093,17.596535,2.322188,2.038372,0.283815,27.567851,0.444643,1187.289574,0.833333,10,0.28,14,0.72,36,0.166667,2,0.416667,0.833333,0.555556,0.448813,0.829167,0.548628,0.306452,0.172574,0.827426,0.693548,0.261101,0.306452,0.257706,0.111581,0.668634,0.356018,0.257778,0.306452,0.049,0,0.046875,0,46.875,0,9621,40704,6135,100,86.774194,?,?,?,?
balance-scale,1,10,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1 -num-decimal-places 4',3932117032546553727,20170918.1333,563,62,17,45,0,27.419355,72.580645,0,0.092388,0.29472,0.38998,92.096146,97.490554,143.975628,133.578324,10.397304,2.322188,2.154489,0.167698,23.512854,0.37924,1012.64936,0.75,9,0.28,14,0.72,36,0.25,3,0.391304,0.75,0.514286,0.384395,0.795833,0.610014,0.274194,0.182357,0.817643,0.725806,0.239847,0.274194,0.241264,0.075843,0.613891,0.354376,0.24137,0.274194,0.046,0,0.03125,0,31.25,0,9621,40704,6135,98.387097,89.032258,?,?,?,?
balance-scale,2,1,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1 -num-decimal-places 4',3932117032546553727,20170918.1333,562,63,17,46,0,26.984127,73.015873,0,0.089252,0.295895,0.388943,92.463155,97.231444,146.29757,136.894383,9.403187,2.322184,2.172927,0.149257,22.911658,0.363677,986.757136,0.666667,8,0.235294,12,0.764706,39,0.333333,4,0.4,0.666667,0.5,0.363897,0.798203,0.601144,0.269841,0.181214,0.818786,0.730159,0.273998,0.269841,0.254156,0.087338,0.620364,0.350132,0.256593,0.269841,0.05,0,0.046875,0,46.875,0,9621,40635,6204,96.825397,88.253968,?,?,?,?
balance-scale,2,2,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1 -num-decimal-places 4',3932117032546553727,20170918.1333,562,63,17,46,0,26.984127,73.015873,0,0.085516,0.300495,0.396135,93.900781,99.029352,146.29757,139.480972,6.816598,2.322184,2.213984,0.1082,20.883377,0.331482,899.403289,0.416667,5,0.098039,5,0.901961,46,0.583333,7,0.5,0.416667,0.454545,0.34239,0.822712,0.501107,0.269841,0.184743,0.815257,0.730159,0.246329,0.269841,0.248766,0.074895,0.581581,0.292276,0.24957,0.269841,0.044,0.001,0.046875,0,46.875,0,9621,40635,6204,98.412698,84.761905,?,?,?,?
balance-scale,2,3,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1 -num-decimal-places 4',3932117032546553727,20170918.1333,562,63,15,48,0,23.809524,76.190476,0,0.048757,0.292711,0.388277,91.468498,97.064962,146.29757,132.169366,14.128204,2.322184,2.097926,0.224257,24.53563,0.389454,1056.698202,0.75,9,0.176471,9,0.823529,42,0.25,3,0.5,0.75,0.6,0.498527,0.897059,0.66163,0.238095,0.190644,0.809356,0.761905,0.159452,0.238095,0.189806,0.013034,0.61704,0.326088,0.194534,0.238095,0.045,0,0.046875,0,46.875,0,9621,40635,6204,100,86.984127,?,?,?,?
balance-scale,2,4,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1 -num-decimal-places 4',3932117032546553727,20170918.1333,562,63,18,45,0,28.571429,71.428571,0,0.108771,0.297189,0.392068,92.867714,98.01263,146.29757,137.766425,8.531146,2.322184,2.186769,0.135415,22.185186,0.352146,955.469476,0.666667,8,0.254902,13,0.745098,38,0.333333,4,0.380952,0.666667,0.484848,0.342997,0.763889,0.462617,0.285714,0.177871,0.822129,0.714286,0.23288,0.285714,0.245898,0.082667,0.616418,0.309058,0.249987,0.285714,0.046,0,0.046875,0,46.875,0,9621,40635,6204,96.825397,87.619048,?,?,?,?
balance-scale,2,5,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1 -num-decimal-places 4',3932117032546553727,20170918.1333,562,63,14,49,0,22.222222,77.777778,0,0.030769,0.300074,0.397136,93.76922,99.279582,146.29757,139.077856,7.219715,2.322184,2.207585,0.114599,19.258798,0.305695,829.436094,0.583333,7,0.196078,10,0.803922,41,0.416667,5,0.411765,0.583333,0.482759,0.342586,0.796569,0.521914,0.222222,0.192026,0.807974,0.777778,0.192944,0.222222,0.200212,0.015844,0.566138,0.285759,0.20353,0.222222,0.053,0,0.046875,0,46.875,0,9621,40635,6204,100,87.936508,?,?,?,?
balance-scale,2,6,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1 -num-decimal-places 4',3932117032546553727,20170918.1333,563,62,20,42,0,32.258065,67.741935,0,0.153171,0.279575,0.3724,87.363469,93.095898,143.975628,121.87625,22.099378,2.322188,1.965746,0.356442,31.6523,0.510521,1363.198243,0.846154,11,0.122449,6,0.877551,43,0.153846,2,0.647059,0.846154,0.733333,0.66039,0.961538,0.897774,0.322581,0.167887,0.832113,0.677419,0.255725,0.322581,0.274934,0.123579,0.656912,0.439205,0.270289,0.322581,0.045,0,0.046875,0,46.875,0,9621,40704,6135,100,83.225806,?,?,?,?
balance-scale,2,7,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1 -num-decimal-places 4',3932117032546553727,20170918.1333,563,62,21,41,0,33.870968,66.129032,0,0.172795,0.283305,0.376803,88.529101,94.196527,143.975628,123.722279,20.253349,2.322188,1.995521,0.326667,29.837327,0.481247,1285.031166,0.769231,10,0.204082,10,0.795918,39,0.230769,3,0.5,0.769231,0.606061,0.492145,0.918367,0.830413,0.33871,0.164832,0.835168,0.66129,0.308756,0.33871,0.30176,0.158968,0.684516,0.408893,0.298384,0.33871,0.048,0,0.046875,0,46.875,0,9621,40704,6135,100,86.774194,?,?,?,?
balance-scale,2,8,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1 -num-decimal-places 4',3932117032546553727,20170918.1333,563,62,16,46,0,25.806452,74.193548,0,0.071312,0.281145,0.378615,87.853952,94.64947,143.975628,123.775093,20.200535,2.322188,1.996372,0.325815,28.687183,0.462697,1235.49688,0.769231,10,0.22449,11,0.77551,38,0.230769,3,0.47619,0.769231,0.588235,0.468552,0.900314,0.823855,0.258065,0.185411,0.814589,0.741935,0.205357,0.258065,0.22165,0.049002,0.680227,0.379143,0.217647,0.258065,0.045,0,0.046875,0,46.875,0,9621,40704,6135,98.387097,86.129032,?,?,?,?
balance-scale,2,9,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1 -num-decimal-places 4',3932117032546553727,20170918.1333,563,62,12,50,0,19.354839,80.645161,0,-0.008458,0.302959,0.400559,94.670759,100.135264,143.975628,140.911481,3.064147,2.322188,2.272766,0.049422,18.514243,0.298617,797.369636,0.384615,5,0.183673,9,0.816327,40,0.615385,8,0.357143,0.384615,0.37037,0.195639,0.747253,0.460193,0.193548,0.201303,0.798697,0.806452,0.174347,0.193548,0.182174,-0.015744,0.609552,0.285745,0.179407,0.193548,0.046,0,0.046875,0,46.875,0,9621,40704,6135,98.387097,86.774194,?,?,?,?
balance-scale,2,10,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1 -num-decimal-places 4',3932117032546553727,20170918.1333,563,62,12,50,0,19.354839,80.645161,0,-0.008786,0.305466,0.403389,95.454198,100.842727,143.975628,142.794044,1.181584,2.322188,2.30313,0.019058,17.779893,0.286772,765.742724,0.307692,4,0.285714,14,0.714286,35,0.692308,9,0.222222,0.307692,0.258065,0.01971,0.627159,0.319926,0.193548,0.202936,0.797064,0.806452,0.151434,0.193548,0.169318,-0.028225,0.611909,0.27338,0.170661,0.193548,0.05,0,0.046875,0,46.875,0,9621,40704,6135,95.16129,87.419355,?,?,?,?
balance-scale,3,1,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1 -num-decimal-places 4',3932117032546553727,20170918.1333,562,63,17,46,0,26.984127,73.015873,0,0.088393,0.293907,0.39065,91.842096,97.658198,146.29757,134.877756,11.419814,2.322184,2.140917,0.181267,23.986266,0.380734,1033.038248,0.666667,8,0.235294,12,0.764706,39,0.333333,4,0.4,0.666667,0.5,0.363897,0.812908,0.582677,0.269841,0.181606,0.818394,0.730159,0.222419,0.269841,0.232559,0.065307,0.617871,0.306497,0.233095,0.269841,0.06,0,0.0625,0,62.5,0,9621,40635,6204,98.412698,86.031746,?,?,?,?
balance-scale,3,2,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1 -num-decimal-places 4',3932117032546553727,20170918.1333,562,63,15,48,0,23.809524,76.190476,0,0.048159,0.288877,0.385699,90.270196,96.420435,146.29757,128.779065,17.518505,2.322184,2.044112,0.278072,25.814021,0.409746,1111.755835,0.666667,8,0.215686,11,0.784314,40,0.333333,4,0.421053,0.666667,0.516129,0.38586,0.877451,0.677427,0.238095,0.190644,0.809356,0.761905,0.180358,0.238095,0.200312,0.02047,0.630106,0.328117,0.202089,0.238095,0.049,0,0.046875,0,46.875,0,9621,40635,6204,100,85.396825,?,?,?,?
